Erolaffy/easyio|0.2.1|Apache-2.0|A simple file operation module
Estrella-11/moondockit|0.1.0|Apache-2.0|A MoonBit-first documentation site toolkit for package authors.
Eunoiay/Eunoiay|0.1.0|Apache-2.0|
extism/moonbit-pdk|0.47.12|Apache-2.0|Extism MoonBit PDK: This library can be used to write Extism Plug-ins in MoonBit.
f4ah6o/aletheia|0.6.0|Apache-2.0|
f4ah6o/direct_sdk|0.11.1|Apache-2.0|MoonBit SDK for Direct4B WebSocket API with MessagePack RPC
f4ah6o/dslx|0.1.2|Apache-2.0|DSL generation meta-framework for MoonBit
f4ah6o/duckdb|0.6.3|Apache-2.0|
f4ah6o/encoding_sjis|0.1.0|Apache-2.0|encoding_rs準拠のShift_JISデコーダー for MoonBit
f4ah6o/encoding_sjis_mbt|0.1.0|Apache-2.0|encoding_rs準拠のShift_JISデコーダー for MoonBit
f4ah6o/htmx|0.2.0|Apache-2.0|
f4ah6o/http11|0.1.1|Apache-2.0|
f4ah6o/jww_parser|0.202601.9|AGPL-3.0|
f4ah6o/mhx|0.1.1|Apache-2.0|MoonBit Hypermedia X - A type-safe HDA library for MoonBit/Wasm
f4ah6o/mhx-spec|0.1.1|Apache-2.0|
f4ah6o/moonchat|0.2.0|Apache-2.0|Hypermedia Driven Chat UI using Engenis HDA framework (JS target)
f4ah6o/papyr|0.1.0|Apache-2.0|MoonBit document platform – Document model, Markdown rendering, and page generation
f4ah6o/simple-webauthn|0.1.0|Apache-2.0|WebAuthn (FIDO2) implementation for MoonBit - ported from SimpleWebAuthn
f4ah6o/sse|0.3.0|Apache-2.0|Server-Sent Events (SSE) support for MoonBit (JS client + Native server)
f4ah6o/tmpx|0.4.0|Apache-2.0|Typed functional HTML template DSL for MoonBit
f4ah6o/uuidm|0.2.0|ISC|forked from bobzhang/uuim / Universally unique identifiers (UUIDs) for MoonBit - supports UUID versions 3, 4, 5, 7, and 8 according to RFC 9562
fangyinc/net|0.1.1-rc1|Apache-2.0|Cross-target network abstractions (TcpStream, TcpListener, UdpSocket) unifying WASM, JS, and native targets for MoonBit.
fangyinc/socket|0.1.2-rc2|Apache-2.0|A socket binding for MoonBit
fantix/mmhttp|0.3.0|MulanPSL-2.0|MoonBit 的 HTTP 工具包
fantix/muts|0.5.4|MulanPSL-2.0|非函数式的常用数据结构合集
felix-schultz/flow-like-wasm-sdk|0.1.0|MIT|SDK for building Flow-Like WASM nodes in MoonBit
fgeygfe/dom_api|0.1.0|Apache-2.0|
firefly/firefly|0.9.0|MIT|MoonBit SDK for making Firefly Zero games
five-nuts/coreutils|0.1.3|Apache-2.0|
FlyCloudC/autodiff|0.1.2|MIT|tape-based automatic differentiation
FlyCloudC/GJK|0.1.1|Apache-2.0|GJK (Gilbert–Johnson–Keerthi) collision detection algorithm
FlyCloudC/mgraph|0.1.4|MIT|Graph traversal without creating additional data structures
FlyCloudC/miniKanren|0.1.8|Apache-2.0|A Domain Specific Languages for logic programming
FlyCloudC/scheme|0.6.0|Apache-2.0|A Scheme interpreter implemented in Moonbit for teaching purposes
FlyCloudC/symbol|0.3.0|MIT|A unique symbolic identifier providing O(1) equality, comparison, and hashing.
Frank-III/onebit-tui|0.1.3|Apache-2.0|Modern terminal UI library with Yoga flexbox layout and native performance
Frank-III/onebit-yoga|0.2.6|MIT|MoonBit bindings for Yoga Layout Engine
FreeFoots/mooncake_hello|0.1.0|Apache-2.0|
Freesia666/moonjsonpath|0.1.0|Apache-2.0|JSON Pointer and JSONPath query utilities for MoonBit
FrenchPicnic/threejs|0.0.7|Apache-2.0|
FrenchPicnic/which|0.1.3|Apache-2.0|A Moonbit equivalent of Unix command "which". Locate installed executable in cross platforms.
FrozenLemonTee/formulas-calculator|0.1.2|Apache-2.0|A small LunarFormulas-powered formula calculation CLI.
FrozenLemonTee/formulas-calculator-web|0.1.2|Apache-2.0|A lightweight MoonBit-powered web interface for formulas-calculator.
FrozenLemonTee/LunarEvent|0.1.1|Apache-2.0|MoonBit terminal event API backed by TerminalEvent C FFI
FrozenLemonTee/LunarFormulas|0.3.1|Apache-2.0|Unit-checked engineering formula objects built on LunarUnits.
FrozenLemonTee/LunarTUI|0.1.0|Apache-2.0|A TUIs package written in MoonBit
FrozenLemonTee/LunarUncertainty|0.1.1|Apache-2.0|Unit-aware measured values and standard uncertainty propagation for MoonBit.
FrozenLemonTee/LunarUnits|0.1.8|Apache-2.0|A runtime dimension-checked physical quantity and unit system for MoonBit.
FrozenLemonTee/TerminalEvent|0.1.0|Apache-2.0|C++ terminal event backend with a stable C FFI surface
FrozenLemonTee/TextEditor|0.1.1|Apache-2.0|Demo app for LunarEvent and LunarTUI event loop integration
FrozenLemonTee/units-converter|0.1.0|Apache-2.0|A small LunarUnits-powered unit conversion CLI.
FrozenLemonTee/units-converter-web|0.1.0|Apache-2.0|A lightweight MoonBit-powered web interface for units-converter.
fundon/emoji|0.3.0|MIT|Unicode Emoji Segmentation — MoonBit implementation of UTS #51 v17.0.0
furesoft/moos-sdk|0.1.43|Apache-2.0|
fuwasegu/moonbitap|0.1.0|MIT|Bitap (Shift-Or) algorithm for fuzzy string matching with full Unicode support
GeneWang1226/tqdmoon|0.1.2|MIT|
gepheum/skir-client|0.1.1|MIT|SkirRPC integration for MoonBit
gepheum/skir-client-async|0.1.1|MIT|SkirRPC integration for MoonBit
GMH233/moonpassword|0.1.0|Apache-2.0|Check the strength of your password. Generate some strong passwords of your own---with many options.
gmlewis/b2|0.34.30|Apache-2.0|MoonBit b2 client: This library can be used to communicate with Backblaze B2.
gmlewis/base64|0.16.10|Apache-2.0|MoonBit base64: provide simple base64 operations.
gmlewis/blender|0.2.0|Apache-2.0|MoonBit SDK for the Blender MCP server
gmlewis/crc32|0.8.17|Apache-2.0|MoonBit crc32: provide simple crc32 hash algorithm.
gmlewis/flate|0.36.9|Apache-2.0|MoonBit flate: provide simplified flate (LZW) compression algorithm.
gmlewis/fonts|0.19.11|Apache-2.0|Experimental package to manipulate open source font data.
gmlewis/fonts-a|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'a'.
gmlewis/fonts-b|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'b'.
gmlewis/fonts-c|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'c'.
gmlewis/fonts-d|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'd'.
gmlewis/fonts-e|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'e'.
gmlewis/fonts-f|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'f'.
gmlewis/fonts-g|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'g'.
gmlewis/fonts-h|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'h'.
gmlewis/fonts-i|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'i'.
gmlewis/fonts-j|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'j'.
gmlewis/fonts-k|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'k'.
gmlewis/fonts-l|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'l'.
gmlewis/fonts-m|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'm'.
gmlewis/fonts-n|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'n'.
gmlewis/fonts-o|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'o'.
gmlewis/fonts-p|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'p'.
gmlewis/fonts-q|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'q'.
gmlewis/fonts-r|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'r'.
gmlewis/fonts-s|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 's'.
gmlewis/fonts-t|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 't'.
gmlewis/fonts-u|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'u'.
gmlewis/fonts-v|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'v'.
gmlewis/fonts-w|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'w'.
gmlewis/fonts-y|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'y'.
gmlewis/fonts-z|0.19.11|Apache-2.0|A collection of hard-coded font data in MoonBit with font names starting with 'z'.
gmlewis/gzip|0.34.9|Apache-2.0|MoonBit gzip: provide simple gzip and gunzip algorithms.
gmlewis/hash|0.20.9|Apache-2.0|MoonBit hash: provide hash functions similar to Go.
gmlewis/image|0.17.9|Apache-2.0|MoonBit image: simple image representation.
gmlewis/io|0.23.12|Apache-2.0|MoonBit io: provide simplified I/O abstractions similar to Go.
gmlewis/json|0.15.0|MIT|simple json parser
gmlewis/jsonrpc2|0.0.32|Apache-2.0|MoonBit jsonrpc2: provide simple JSON-RPC 2.0 abstractions.
gmlewis/jsonutil|0.24.0|MIT|DEPRECATED AND ARCHIVED - USE STANDARD LIBRARY INSTEAD
gmlewis/md5|0.19.33|Apache-2.0|MoonBit md5: provide simple md5 hash algorithm.
gmlewis/modus|0.16.5|Apache-2.0|Experimental Modus SDK for the MoonBit programming language.
gmlewis/moonbit-pdk|0.47.27|Apache-2.0|Extism MoonBit PDK: This library can be used to write Extism Plug-ins in MoonBit.
gmlewis/picogk|0.2.0|Apache-2.0|MoonBit SDK for the PicoGK MCP geometry kernel server
gmlewis/picogkffi|0.2.0|Apache-2.0|MoonBit FFI binding to the PicoGK native library
gmlewis/picogkshapes|0.2.0|Apache-2.0|Higher-level shape construction helpers for the PicoGK geometry kernel
gmlewis/sha1|0.12.9|Apache-2.0|MoonBit sha1: provide simple sha1 hash algorithm.
gmlewis/sha256|0.17.31|Apache-2.0|MoonBit sha256: provide simple sha256 hash algorithm.
gmlewis/spin-moonbit-sdk|0.54.14|Apache-2.0|Experimental Spin SDK for the MoonBit programming language.
gmlewis/step|0.1.14|Apache-2.0|Port of https://github.com/tscircuit/stepts to MoonBit
gmlewis/zlib|0.21.9|Apache-2.0|MoonBit zlib: provide simplified zlib format compressed data.
golemcloud/golem_sdk|0.5.2|Apache-2.0|Golem SDK for MoonBit — build durable, fault-tolerant agents on the Golem platform
golemcloud/golem_sdk_tools|0.5.2|Apache-2.0|Code generation tools for the Golem SDK for MoonBit
grandEarshot/anthropic-sdk-moonbit|0.1.0|MIT|Anthropic SDK for MoonBit on native target.
grandEarshot/moon_switch|0.1.2|Apache-2.0|MoonBit native CLI for switching Codex and Claude providers.
grandEarshot/tui|0.1.0|Apache-2.0|A terminal user interface library for MoonBit inspired by Bubble Tea.
GreyIcesea/isprime|0.1.0|Apache-2.0|A lightweight prime number detection library for MoonBit
Guest0x0/dregex|0.2.5||
Guest0x0/HAMT|0.2.1||
hachi/hello|0.1.0|Apache-2.0|
hachi/sort|0.1.12|Apache-2.0|
hackwaly/bcrypt|0.1.0|Apache-2.0|
hackwaly/common|0.1.24|Apache-2.0|
hackwaly/easing|0.1.0|BSD-3-Clause|Easing functions for smooth animation.
hackwaly/fastcc|0.1.0|LGPL-2.1-or-later|
hackwaly/find_cluster_break|0.1.2|MIT|Find the position of grapheme cluster breaks in a string
hackwaly/lexbuf|0.1.0|Apache-2.0|
hackwaly/moonback|0.7.0|Apache-2.0|A web backend framework for MoonBit
hackwaly/moonyacc|0.3.1|Apache-2.0|
hackwaly/msgpack|0.1.0|MIT|
hackwaly/pem|0.1.2|MIT|PEM (Privacy-Enhanced Mail) encoding and decoding library for MoonBit
hackwaly/querystring|0.1.2|Apache-2.0|A small MoonBit library for parsing query strings and reading typed values.
hackwaly/redis|0.1.1|Apache-2.0|Async Redis client for MoonBit, built on `moonbitlang/async`.
hackwaly/regex|0.0.1|Apache-2.0|
hackwaly/s3|0.1.0|Apache-2.0|
hackwaly/wordcount|0.2.1|Apache-2.0|A simple word count program written in Moonbit aims to demostrate the usage of Moonbit's lexscan feature.
hanbings/fluorescence|0.1.1|MIT|✨ Fluorescence - A library for dominant color extraction and fuzzy graphics processing.
hanstechnow/ctf_tools|0.1.0|Apache-2.0|CTF toolkit with morsecode encode/decode.
Han-Wentao/moonbench|0.2.0|MIT|A lightweight stopwatch, benchmark reporting, and baseline comparison toolkit for MoonBit projects.
Haoxincode/moonbash|0.1.0|Apache-2.0|Zero-dependency pure-memory POSIX Shell sandbox
hbh112233abc/examine|0.1.1|Apache-2.0|
HCHogan/btree|0.2.1|Apache-2.0|An ordered map backed by a B-tree
HeChTo/rope|0.1.0|Apache-2.0|
helios-house/aho-corasick|0.4.0|Apache-2.0|Aho-Corasick multi-pattern string matching algorithm for MoonBit
helios-house/valence|0.2.1|MIT|MoonBit UI where every component is readable by humans and AI equally
hevienz/moonbit_libbpf|0.10.0|GPL-3.0|moonbit libbpf bindings
Hhsqoo/moon-collections|0.1.0|Apache-2.0|High-performance collection data structures for MoonBit, including IndexMap, IndexSet, and BitSet.
himeno/mopress|0.1.0|GPL-3.0-or-later|A modern documentation and static site generator for the MoonBit ecosystem, inspired by mdBook and Hakyll
himeno/reactive|0.1.2|GPL-3.0-or-later|A reactive programming library, including signals, event emitters, and streams observer.
hiroyannnn/sketch|0.1.0|Apache-2.0|MoonBit probabilistic data structures library (HyperLogLog, Count-Min Sketch, Cuckoo Filter)
hiroyannnn/strsim|0.2.0|Apache-2.0|String similarity and distance algorithms for MoonBit (Hamming, Levenshtein, Jaro, Jaro-Winkler, OSA, Damerau-Levenshtein, Sørensen-Dice, LCS)
horideicom/encoding_sjis|0.1.1|Apache-2.0|encoding_rs-compliant Shift_JIS decoder for MoonBit
horideicom/jww_parser|0.202602.0|AGPL-3.0|
Howardzhangdqs/md5|0.9.3|Apache-2.0|MD5 的 MoonBit 实现
howtomakeaname/tokenizers-moonbit|0.1.0|Apache-2.0|A MoonBit port of HuggingFace tokenizers. Loads tokenizer.json and runs BPE / byte-level BPE / WordPiece / Unigram tokenization across all backends.
hua1104/moonpress|0.1.0|MIT|A MoonBit-first static site and documentation generator for reusable project docs.
hustcer/ed25519|0.5.0|Apache-2.0|A pure MoonBit Ed25519 signing and verification package.
hustcer/fbr|0.8.0|Apache-2.0|Pure MoonBit Brotli (.br) encoder and decoder with split encode/decode packages
hustcer/fzip|0.8.5|Apache-2.0|High-performance compression library for MoonBit, ported from fflate. (DEFLATE/GZIP/Zlib/ZIP) 🚀
hustcer/html2md|0.1.0|Apache-2.0|Convert HTML to Markdown (CommonMark), a MoonBit port of JohannesKaufmann/html-to-markdown v2.
hustcer/nanoid|0.6.0|MIT|A MoonBit port of the NanoID library
hustcer/tabular|0.5.2|Apache-2.0|A MoonBit library for pretty-printing tables in terminal. Ported from Rust tabled.
hzc-666-ai/moonpathfinding|0.1.1|MIT|A pure MoonBit pathfinding library with 7 algorithms, grid/graph support, and ASCII/HTML visualization
hzqdf/aoko|0.0.20250321|MIT|A MoonBit extension library.
hzqdf/sum-calc|0.0.20250321|Apache-2.0|A CLI sum calc.
I3eg1nner/petgraph|0.1.0|MIT OR Apache-2.0|A MoonBit port of petgraph: graph data structures and algorithms.
i5ting/chokidar|0.1.0|Apache-2.0|Cross-platform file watching library for MoonBit native target. Port of chokidar v5 with kqueue (macOS/FreeBSD) and inotify (Linux) backends.
i5ting/glob-watcher|0.1.0|Apache-2.0|Glob-pattern file watcher for MoonBit native — debounced, queue-aware, chokidar-backed.
i5ting/gulp|0.1.0|MIT|
i5ting/readdirp|0.1.3|Apache-2.0|Directory walking for MoonBit native/LLVM targets.
iceBear67/bytebuf|0.4.1|Apache-2.0|A byte buffer for moonbit, supports LE/BE r/w of integers and floats.
iceBear67/classfile|0.2.0|Apache-2.0|Experimental JVMS ch.4(classfile) and ch.6(bytecode) parser implementation in MoonBit.
iceBear67/mnbt|0.3.3|Apache-2.0|A NBT Parser for MoonBit language
iceBear67/time|0.1.2|Apache-2.0|A date-time library in MoonBit, including zone offsets and clocks that support JS and Native backend.
ihb2032/MoonFrame|0.5.7|Apache-2.0|A lightweight DataFrame and tabular-data library for MoonBit
illusory0x0/🐫|0.1.0|Apache-2.0|
illusory0x0/adapton|0.1.4|Apache-2.0|Moonbit classic adapton implementation
illusory0x0/base|0.2.1|Apache-2.0|empty repo
illusory0x0/case_conv|0.1.0|Apache-2.0|A comprehensive MoonBit library for converting between different case styles including camelCase, snake_case, kebab-case, PascalCase, SHOUTY_SNAKE_CASE, Title Case, and more. Features bidirectional conversion, type-safe enums, and zero dependencies.
illusory0x0/clang|0.1.1|Apache-2.0|clang-c native bindings
illusory0x0/clone|0.1.0|Apache-2.0|Clone trait for multi-threaded programming.
illusory0x0/coerce|0.1.1|Apache-2.0|empty repo
illusory0x0/color|0.2.3|Apache-2.0|rgb2hsl and hsl2rgb convertor
illusory0x0/conv|0.1.2|Apache-2.0|empty repo
illusory0x0/fmt|0.4.1|Apache-2.0|A destination passing style formatting library for MoonBit
illusory0x0/fun|0.3.0|Apache-2.0|
illusory0x0/fuzzy_match|0.2.5|Apache-2.0|A library for fuzzy string matching and fuzzy string searching
illusory0x0/graphviz|0.1.2|Apache-2.0|
illusory0x0/immut_deque|0.3.4|Apache-2.0|immutable double ended queue
illusory0x0/inspect|0.1.1|Apache-2.0|A powerful quotation meta programming library that hacks MoonBit's snapshot test system, allowing you to customize `moon test` behavior with automatic source file updates and enhanced testing capabilities.
illusory0x0/intrinsic|0.1.0|Apache-2.0|export intrinsic type
illusory0x0/jcore|0.1.1|Apache-2.0|JavaScript core library' s wasm binding
illusory0x0/lazy|0.1.4|Apache-2.0|a lazy library support recursion
illusory0x0/lexer|0.2.0|Apache-2.0|A MoonBit tokenization library for parsing Token payloads from strings and bytes. Provides efficient tokenization functionality for integers, decimals, booleans and other data types with support for multiple numeric bases, comprehensive error handling, and convenient helper functions for token processing.
illusory0x0/memory|0.1.2|Apache-2.0|Low-level memory operation library providing typed views over raw byte buffers with support for various integer types and endianness control
illusory0x0/moonbit-wasm-nodejs-ts-template|0.1.0|Apache-2.0|moonbit node.js wasm app template
illusory0x0/moonbit-wasm-vite-ts-template|0.1.0|Apache-2.0|moonbit vite template
illusory0x0/native|0.2.1|Apache-2.0|native FFI utility
illusory0x0/parserc|0.1.5|Apache-2.0|A simple parser combinator
illusory0x0/path|0.2.0|Apache-2.0|A cross-platform path manipulation library for MoonBit that provides robust handling of both Unix and Windows file system paths with automatic format detection and type-safe path operations.
illusory0x0/posix|0.2.2|Apache-2.0|a simple posix API FFI library
illusory0x0/prettyprinter|0.1.1|Apache-2.0|A pretty printer library for MoonBit using immutable deque implementation for efficient document layout and formatting
illusory0x0/printer|0.1.1|Apache-2.0|A MoonBit AST printer for string serialization of Abstract Syntax Tree nodes from moonbitlang/parser/syntax, designed for code generation and AST visualization workflows.
illusory0x0/qpainter|0.3.1|Apache-2.0|Moonbit FFI Bindings for Qt's QPainter
illusory0x0/quote|0.2.0|Apache-2.0|A MoonBit library for handling and manipulating quotations and quoted text
illusory0x0/rijndael|0.1.0|Apache-2.0|A MoonBit implementation of the Rijndael (AES) encryption algorithm
illusory0x0/ryu|0.1.1|Apache-2.0|A MoonBit implementation of the Ryu algorithm for fast floating-point to string conversion, compliant with ECMAScript number-to-string specification.
illusory0x0/simple_parserc|0.2.2|Apache-2.0|Monadic parser combinators
illusory0x0/string_of_bytes|0.1.0|Apache-2.0|A MoonBit package for converting bytes to strings with efficient memory operations
ivgtr/moonzip|0.2.4|MIT|A MoonBit compression library compatible with fflate
jankin_li/Learn_Test1|0.1.0|Apache-2.0|
jankin_li/new_lib|0.1.0|Apache-2.0|
jaredzhou/libs|0.1.1|Apache-2.0|
jaredzhou/mooncedar|0.1.1|Apache-2.0|A Cedar policy engine — parser, evaluator, and authorizer in MoonBit.
jaredzhou/moonpg|0.2.0|Apache-2.0|A MoonBit client for PostgreSQL, based on libpq.
jaredzhou/pony|0.1.1|Apache-2.0|
jaredzhou/x|0.1.0|Apache-2.0|extended packages for web application development
jedisct1/aegis|0.2.1|MIT|AEGIS cipher implementation in Moonbit
jhshuai/moonpolicykit|0.2.0|Apache-2.0|A backend-neutral, explainable relationship-based authorization toolkit for MoonBit.
jinser/json|0.0.1|Apache-2.0|
JPLovever/fkshz|0.1.0|Apache-2.0|
jshsj124/moontemplate|0.1.0|MIT|A Handlebars-style template engine in pure MoonBit
jtenner/sfo|0.1.1|MIT|A fully tested system-f-omega type checker written in moonbit.
jtenner/telnet|0.1.3|MIT|Transport-independent TELNET protocol library for MoonBit.
Jtian-t/Deque|0.1.0|Apache-2.0|Double-Ended Queue Library
jumpping/baby|0.2.0|Apache-2.0|Ordered set based on balanced binary tree
JunJunTnT/moonchart|0.1.1|Apache-2.0|A statistical chart SVG generation library for MoonBit. Supports bar charts, line charts, scatter plots with error bars and multi-series rendering.
justjavac/auto_launch|0.1.7|MIT|Cross-platform auto-launch helpers for MoonBit, inspired by Teamwork/node-auto-launch.
justjavac/btoi|0.1.9|MIT|a utility for converting ASCII bytes to integers
justjavac/bytesize|0.2.3|MIT|an utility for human-readable bytes representations
justjavac/cache_padded|0.1.0|MIT|Cache-padded data structures for MoonBit to reduce false sharing
justjavac/camera|0.1.3|MIT|Native camera discovery and capture-mode helpers.
justjavac/case|0.2.2|MIT|String case conversion utility for MoonBit
justjavac/cdp|0.1.8|MIT|MoonBit Chrome DevTools Protocol library
justjavac/cdp_examples|0.1.4|MIT|Examples for justjavac/cdp
justjavac/ci|0.1.1|MIT|Native-only CI environment detection for MoonBit.
justjavac/clipboard|0.1.7|MIT|Cross-platform native clipboard helpers for MoonBit.
justjavac/core_affinity|0.2.4|MIT|A Moonbit module to manage CPU core affinity.
justjavac/dialog|0.1.4|MIT|Native-only message dialogs for MoonBit on Windows, macOS, and Linux.
justjavac/dirs|0.1.2|MIT|Returns user-specific, platform-specific directory paths across Linux, macOS, and Windows.
justjavac/ffi|0.2.4|MIT|MoonBit Foreign Function Interface.
justjavac/glob|0.1.8|MIT|A glob library for MoonBit, supporting wildcard pattern matching on file paths.
justjavac/global_hotkey|0.1.5|MIT|Cross-platform native global hotkey helpers for MoonBit.
justjavac/itoa|0.2.4|MIT|Fast decimal formatting for signed and unsigned integers
justjavac/keepawake|0.1.4|MIT|Native keep-awake guards for MoonBit on Windows, Linux, and macOS.
justjavac/microphone|0.1.3|MIT|Microphone capture device and session helpers.
justjavac/notification|0.1.4|MIT|Cross-platform native desktop notification helpers for MoonBit.
justjavac/num_cpus|0.1.9|MIT|Get the number of CPU cores available on the system.
justjavac/platform|0.1.2|MIT|Minimal native platform detection for MoonBit packages.
justjavac/proton|0.1.9|MIT|MoonBit bindings for the Proton native desktop runtime.
justjavac/proton_cli|0.1.5|MIT|Developer CLI and code generation tools for Proton.
justjavac/proton_config|0.1.4|MIT|Typed config parser for Proton moon.proton and moon.ext files.
justjavac/proton_ext|0.1.7|MIT|Extensions for proton examples and applications.
justjavac/quickjs|0.1.4|MIT|MoonBit bindings for the QuickJS JavaScript engine.
justjavac/replace_self|0.1.4|MIT|Replace or delete the currently running executable on Linux, macOS, and Windows.
justjavac/screenshots|0.1.2|MIT|Native screenshot command helpers for Windows, Linux, and macOS.
justjavac/sys_locale|0.1.6|MIT|Native system locale discovery and normalization for MoonBit.
justjavac/template|0.1.1|MIT|A small and fast precompiled template engine for MoonBit.
justjavac/template_codegen|0.1.3|MIT|Code generator for precompiled MoonBit templates.
justjavac/template_examples|0.1.1|MIT|Runnable examples for justjavac/template.
justjavac/terminal_size|0.1.5|MIT|Cross-platform terminal size helpers for MoonBit.
justjavac/tray|0.1.7|MIT|Cross-platform native tray helpers for MoonBit.
justjavac/tray-examples|0.1.1|MIT|Examples for justjavac/tray.
justjavac/ttl|0.1.1|MIT|A small in-memory TTL cache for MoonBit
justjavac/walkdir|0.1.7|MIT|A deterministic walkdir library for MoonBit.
justjavac/wallpaper|0.1.3|MIT|Native wallpaper platform API bindings for desktop apps.
justjavac/webview|0.1.10|MIT|MoonBit bindings for webview, a tiny library for creating web-based desktop GUIs.
justjavac/win32_messagebox|0.1.3|MIT|A MoonBit FFI demo for calling the Win32 MessageBoxW API.
justjavac/windows_subsystem|0.1.4|MIT|Keep the Windows GUI subsystem linker stub alive for MoonBit native executables.
justjoheinz/complex|0.4.0|Apache-2.0|Complex number arithmetics
justjoheinz/iso-country|0.1.3|Apache-2.0|A list of country codes and names in ISO 3166 format
kaashyapan/postgresx|0.1.0|Apache-2.0|Extends moonbitlang/x types for use with moonbit-community/postgres 
kaashyapan/uri|0.1.2|Apache-2.0|URI parser and builder for Moonbit
Kaida-Amethyst/either|0.1.0|Apache-2.0|A MoonBit library providing the Either type for representing values with two possible types, inspired by Rust's either and Haskell's either libraries.
Kaida-Amethyst/godot|0.1.0|Apache-2.0|Moonbit language binding for Godot Game Engine
Kaida-Amethyst/llvm|0.2.3|Apache-2.0|llvm-c binding for Moonbit with friendly API, keeps the Cpp Style.
Kaida-Amethyst/math|0.1.21|Apache-2.0|High-precision Math library Implemented By Pure Moonbit
Kaida-Amethyst/matplotlib|0.1.2|Apache-2.0|Draw scientific plots with matplotlib in moonbit
Kaida-Amethyst/mbtcc|0.1.0|Apache-2.0|A C Compiler written in MoonBit
Kaida-Amethyst/mbtsmith|0.1.4|Apache-2.0|Generate MiniMoonBit Programs randomly.
Kaida-Amethyst/moonbit-math|0.1.14|Apache-2.0|High-precision Math library
Kaida-Amethyst/MoonLLVM|0.1.16|Apache-2.0|Moonbit version of LLVM, A Tiny, Friendly Companion to LLVM
Kaida-Amethyst/MoonMIR|0.1.2|Apache-2.0|Machine IR, support compile llvm module (from MoonLLVM) to different architecture machine code.
Kaida-Amethyst/openblas|0.1.3|Apache-2.0|Use OpenBlas in MoonBit
Kaida-Amethyst/path|0.1.1|Apache-2.0|A cross-platform file path manipulation library for MoonBit, supporting both Unix and Windows platforms.
Kaida-Amethyst/python|0.1.7|Apache-2.0|Manipulate Python code in Moonbit
Kaida-Amethyst/screeps|0.1.0|Apache-2.0|
Kaida-Amethyst/sdl3|0.1.1|Apache-2.0|Use sdl3 in MoonBit
Kai-Junhan/moon-ray|0.2.3|Apache-2.0|A Monte Carlo path tracing renderer in pure MoonBit — OSC 2026
kalculos/miao|0.1.0-M2|Apache-2.0|Another async I/O for moonbit, with libuv served as the default async runtime implementation.
kawaz/grapheme|0.10.4|MIT|Unicode grapheme cluster segmentation library for MoonBit (UAX #29)
kawaz/timespec|0.2.4|MIT|CLI-oriented time specification parser for MoonBit
kawaz/unicodegrapheme|0.9.0|MIT|DEPRECATED: Use kawaz/grapheme instead. This package re-exports kawaz/grapheme for backwards compatibility.
KCN-judu/calculus-numerical|0.3.1|MIT|This repo is no longer maintaining here, it is maintained by Luna-Flow now.
KCN-judu/err_marker|0.1.2|Apache-2.0|This is a visualizing tool that locates the source of errors within sequences and outputs formatted results, designed to assist users and developers in quickly identifying input that triggers errors.
KCN-judu/lambda|0.1.1|Apache-2.0|
KCN-judu/linear-algebra|0.3.1|MIT|This repo is no longer maintaining here, it is maintained by Luna-Flow now.
KCN-judu/luna-complex|0.3.1|MIT|This repo is no longer maintaining here, it is maintained by Luna-Flow now.
KCN-judu/luna-utils|0.3.1|MIT|This repo is no longer maintaining here, it is maintained by Luna-Flow now.
KCN-judu/type_unification|0.1.3|Apache-2.0|a type unification library written in MoonBit.
KeqingMoe/qt|0.5.2|Apache-2.0|Qt MoonBit Binding
